"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","Example #3","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Получение альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","733","Отправка формы без логина показывает ошибку","firefox","2026-05-27","passed","2026-05-27","Авторизация пользователя > Система валидирует обязательные поля формы","src/features/ui/login.feature.spec.js","",""
"","27","Example #2","firefox","2026-05-27","passed","2026-05-27","API пользователей > Получение пользователя по id","src/features/api/users.positive.feature.spec.js","",""
"","23","Example #2","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Удаление поста по id","src/features/api/posts.positive.feature.spec.js","",""
"","28","Example #1","firefox","2026-05-27","passed","2026-05-27","API пользователей > Пользователь содержит обязательные поля","src/features/api/users.positive.feature.spec.js","",""
"","24","Example #3","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Обновление несуществующего альбома возвращает 500","src/features/api/albums.negative.feature.spec.js","",""
"","743","Покупка после удаления лишнего товара из корзины","chromium","2026-05-27","passed","2026-05-27","Покупка после удаления товара из корзины","src/features/e2e/purchase.after.remove.feature.spec.js","",""
"","32","Example #2","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Частичное обновление альбома","src/features/api/albums.positive.feature.spec.js","",""
"","25","Example #3","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для комментариев > Получение несуществующего комментария возвращает 404","src/features/api/comments.negative.feature.spec.js","",""
"","797","Сортировка товаров по варианту ""hilo""","webkit","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может отсортировать товары > Сортировка товаров по варианту ""<option>""","src/features/ui/navigation.feature.spec.js","",""
"","386","Переход в корзину через иконку в шапке","chromium","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может перейти в корзину","src/features/ui/navigation.feature.spec.js","",""
"","764","Успешный вход для пользователя ""problem""","webkit","2026-05-27","passed","2026-05-27","Авторизация пользователя > Авторизованный пользователь получает доступ к каталогу > Успешный вход для пользователя ""<user>""","src/features/ui/login.feature.spec.js","",""
"","24","Example #3","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для комментариев > Обновление несуществующего комментария возвращает 500","src/features/api/comments.negative.feature.spec.js","",""
"","24","Example #2","chromium","2026-05-27","passed","2026-05-27","API пользователей > Частичное обновление пользователя","src/features/api/users.positive.feature.spec.js","",""
"","502","Example #1","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Получение несуществующего альбома возвращает 404","src/features/api/albums.negative.feature.spec.js","",""
"","27","Example #1","chromium","2026-05-27","passed","2026-05-27","API пользователей > Создание нового пользователя","src/features/api/users.positive.feature.spec.js","",""
"","1100","Отправка пустой формы показывает ошибку","webkit","2026-05-27","passed","2026-05-27","Оформление заказа > Система валидирует форму оформления заказа","src/features/ui/checkout.feature.spec.js","",""
"","820","Сортировка товаров по варианту ""lohi""","firefox","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может отсортировать товары > Сортировка товаров по варианту ""<option>""","src/features/ui/navigation.feature.spec.js","",""
"","22","Получение второй страницы пользователей","chromium","2026-05-27","passed","2026-05-27","API пользователей","src/features/api/users.positive.feature.spec.js","",""
"","24","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Удаление поста по id","src/features/api/posts.positive.feature.spec.js","",""
"","25","Example #2","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Получение несуществующего поста возвращает 404","src/features/api/posts.negative.feature.spec.js","",""
"","1088","Форма без почтового индекса показывает ошибку","firefox","2026-05-27","passed","2026-05-27","Оформление заказа > Система валидирует форму оформления заказа","src/features/ui/checkout.feature.spec.js","",""
"","842","Переход в корзину через иконку в шапке","webkit","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может перейти в корзину","src/features/ui/navigation.feature.spec.js","",""
"","26","Example #1","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Получение несуществующего поста возвращает 404","src/features/api/posts.negative.feature.spec.js","",""
"","27","Example #1","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Создание нового комментария","src/features/api/comments.positive.feature.spec.js","",""
"","25","Example #1","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Удаление альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","28","Example #3","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Обновление несуществующего пользователя возвращает 500","src/features/api/users.negative.feature.spec.js","",""
"","1340","Отправка пустой формы показывает ошибку","firefox","2026-05-27","passed","2026-05-27","Оформление заказа > Система валидирует форму оформления заказа","src/features/ui/checkout.feature.spec.js","",""
"","19","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Получение комментариев по посту","src/features/api/comments.positive.feature.spec.js","",""
"","27","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Частичное обновление поста по id","src/features/api/posts.positive.feature.spec.js","",""
"","23","Example #2","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Получение комментария по id","src/features/api/comments.positive.feature.spec.js","",""
"","27","Example #3","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Получение несуществующего альбома возвращает 404","src/features/api/albums.negative.feature.spec.js","",""
"","675","Вход с неверным паролем запрещён","firefox","2026-05-27","passed","2026-05-27","Авторизация пользователя > Система запрещает доступ при неверных учётных данных","src/features/ui/login.feature.spec.js","",""
"","831","Добавление первого товара из каталога в корзину","firefox","2026-05-27","passed","2026-05-27","Каталог товаров > Пользователь может добавить товар в корзину","src/features/ui/product.feature.spec.js","",""
"","25","Example #1","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Запрос несуществующего пользователя возвращает 404","src/features/api/users.negative.feature.spec.js","",""
"","529","Вход с неверным паролем запрещён","chromium","2026-05-27","passed","2026-05-27","Авторизация пользователя > Система запрещает доступ при неверных учётных данных","src/features/ui/login.feature.spec.js","",""
"","25","Example #2","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Полное обновление поста","src/features/api/posts.positive.feature.spec.js","",""
"","776","Переход в корзину через иконку в шапке","firefox","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может перейти в корзину","src/features/ui/navigation.feature.spec.js","",""
"","22","Example #2","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Удаление несуществующего пользователя возвращает 200","src/features/api/users.negative.feature.spec.js","",""
"","766","Сортировка товаров по варианту ""az""","webkit","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может отсортировать товары > Сортировка товаров по варианту ""<option>""","src/features/ui/navigation.feature.spec.js","",""
"","38","Example #2","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Обновление несуществующего поста возвращает 500","src/features/api/posts.negative.feature.spec.js","",""
"","24","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Получение альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","22","Example #2","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Получение несуществующего поста возвращает 404","src/features/api/posts.negative.feature.spec.js","",""
"","19","Example #2","chromium","2026-05-27","passed","2026-05-27","API пользователей > Пользователь содержит обязательные поля","src/features/api/users.positive.feature.spec.js","",""
"","35","Example #1","firefox","2026-05-27","passed","2026-05-27","API пользователей > Создание нового пользователя","src/features/api/users.positive.feature.spec.js","",""
"","39","Example #1","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Создание нового альбома","src/features/api/albums.positive.feature.spec.js","",""
"","27","Example #2","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Получение несуществующего альбома возвращает 404","src/features/api/albums.negative.feature.spec.js","",""
"","29","Example #3","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Получение альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","31","Example #1","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для комментариев > Обновление несуществующего комментария возвращает 500","src/features/api/comments.negative.feature.spec.js","",""
"","449","Успешный вход для пользователя ""error""","chromium","2026-05-27","passed","2026-05-27","Авторизация пользователя > Авторизованный пользователь получает доступ к каталогу > Успешный вход для пользователя ""<user>""","src/features/ui/login.feature.spec.js","",""
"","31","Example #1","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Удаление поста по id","src/features/api/posts.positive.feature.spec.js","",""
"","441","Успешный вход для стандартного пользователя","chromium","2026-05-27","passed","2026-05-27","Авторизация пользователя > Авторизованный пользователь получает доступ к каталогу","src/features/ui/login.feature.spec.js","",""
"","2658","Сброс состояния приложения через боковое меню","firefox","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может сбросить состояние приложения","src/features/ui/navigation.feature.spec.js","",""
"","24","Example #1","firefox","2026-05-27","passed","2026-05-27","API пользователей > Получение пользователя по id","src/features/api/users.positive.feature.spec.js","",""
"","1132","Покупка одного товара","firefox","2026-05-27","passed","2026-05-27","Покупка одного товара","src/features/e2e/purchase.single.feature.spec.js","",""
"","24","Example #1","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Получение комментария по id","src/features/api/comments.positive.feature.spec.js","",""
"","23","Example #1","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Частичное обновление несуществующего пользователя возвращает 200","src/features/api/users.negative.feature.spec.js","",""
"","23","Example #2","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Получение несуществующего альбома возвращает 404","src/features/api/albums.negative.feature.spec.js","",""
"","469","Количество товаров в корзине соответствует добавленным","chromium","2026-05-27","passed","2026-05-27","Корзина > Пользователь может просматривать содержимое корзины","src/features/ui/cart.feature.spec.js","",""
"","417","Успешный вход для пользователя ""visual""","chromium","2026-05-27","passed","2026-05-27","Авторизация пользователя > Авторизованный пользователь получает доступ к каталогу > Успешный вход для пользователя ""<user>""","src/features/ui/login.feature.spec.js","",""
"","24","Example #2","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Частичное обновление несуществующего пользователя возвращает 200","src/features/api/users.negative.feature.spec.js","",""
"","25","Example #3","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Получение несуществующего альбома возвращает 404","src/features/api/albums.negative.feature.spec.js","",""
"","22","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Удаление альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","27","Example #2","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Фильтрация альбомов по userId","src/features/api/albums.positive.feature.spec.js","",""
"","1004","Удаление товара из корзины","webkit","2026-05-27","passed","2026-05-27","Корзина > Пользователь может удалить товар из корзины","src/features/ui/cart.feature.spec.js","",""
"","26","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Частичное обновление комментария","src/features/api/comments.positive.feature.spec.js","",""
"","26","Example #2","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Обновление несуществующего альбома возвращает 500","src/features/api/albums.negative.feature.spec.js","",""
"","20","Example #1","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Запрос несуществующего пользователя возвращает 404","src/features/api/users.negative.feature.spec.js","",""
"","32","Example #1","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Полное обновление альбома","src/features/api/albums.positive.feature.spec.js","",""
"","1001","Форма только с фамилией показывает ошибку","firefox","2026-05-27","passed","2026-05-27","Оформление заказа > Система валидирует форму оформления заказа","src/features/ui/checkout.feature.spec.js","",""
"","31","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Частичное обновление альбома","src/features/api/albums.positive.feature.spec.js","",""
"","24","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Получение поста по id","src/features/api/posts.positive.feature.spec.js","",""
"","17","Получение списка пользователей","chromium","2026-05-27","passed","2026-05-27","API пользователей","src/features/api/users.positive.feature.spec.js","",""
"","36","Example #1","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Полное обновление поста","src/features/api/posts.positive.feature.spec.js","",""
"","21","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Получение постов по фильтрации пользователя","src/features/api/posts.positive.feature.spec.js","",""
"","19","Example #3","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Получение несуществующего поста возвращает 404","src/features/api/posts.negative.feature.spec.js","",""
"","20","Example #2","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Запрос несуществующего пользователя возвращает 404","src/features/api/users.negative.feature.spec.js","",""
"","34","Example #1","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Обновление несуществующего альбома возвращает 500","src/features/api/albums.negative.feature.spec.js","",""
"","878","Удаление товара из корзины","firefox","2026-05-27","passed","2026-05-27","Корзина > Пользователь может удалить товар из корзины","src/features/ui/cart.feature.spec.js","",""
"","28","Example #1","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Удаление несуществующего пользователя возвращает 200","src/features/api/users.negative.feature.spec.js","",""
"","30","Example #3","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Полное обновление поста","src/features/api/posts.positive.feature.spec.js","",""
"","18","Example #3","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для комментариев > Получение несуществующего комментария возвращает 404","src/features/api/comments.negative.feature.spec.js","",""
"","26","Example #3","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Получение альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","22","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Удаление альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","648","Отправка пустой формы показывает ошибку","firefox","2026-05-27","passed","2026-05-27","Авторизация пользователя > Система валидирует обязательные поля формы","src/features/ui/login.feature.spec.js","",""
"","1821","Сброс состояния приложения через боковое меню","webkit","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может сбросить состояние приложения","src/features/ui/navigation.feature.spec.js","",""
"","484","Удаление товара из корзины","chromium","2026-05-27","passed","2026-05-27","Корзина > Пользователь может удалить товар из корзины","src/features/ui/cart.feature.spec.js","",""
"","27","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Частичное обновление альбома","src/features/api/albums.positive.feature.spec.js","",""
"","35","Example #1","firefox","2026-05-27","passed","2026-05-27","API пользователей > Частичное обновление пользователя","src/features/api/users.positive.feature.spec.js","",""
"","42","Example #2","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Частичное обновление альбома","src/features/api/albums.positive.feature.spec.js","",""
"","22","Example #2","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Удаление комментария по id","src/features/api/comments.positive.feature.spec.js","",""
"","2012","Переход к каталогу товаров через боковое меню","firefox","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может вернуться к каталогу","src/features/ui/navigation.feature.spec.js","",""
"","385","Сортировка товаров по варианту ""za""","chromium","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может отсортировать товары > Сортировка товаров по варианту ""<option>""","src/features/ui/navigation.feature.spec.js","",""
"","725","Успешный вход для пользователя ""visual""","firefox","2026-05-27","passed","2026-05-27","Авторизация пользователя > Авторизованный пользователь получает доступ к каталогу > Успешный вход для пользователя ""<user>""","src/features/ui/login.feature.spec.js","",""
"","28","Example #3","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для комментариев > Обновление несуществующего комментария возвращает 500","src/features/api/comments.negative.feature.spec.js","",""
"","31","Example #1","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Создание нового комментария","src/features/api/comments.positive.feature.spec.js","",""
"","26","Удаление пользователя","firefox","2026-05-27","passed","2026-05-27","API пользователей","src/features/api/users.positive.feature.spec.js","",""
"","23","Example #3","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Получение несуществующего альбома возвращает 404","src/features/api/albums.negative.feature.spec.js","",""
"","19","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Получение комментариев по посту","src/features/api/comments.positive.feature.spec.js","",""
"","1775","Переход к каталогу товаров через боковое меню","webkit","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может вернуться к каталогу","src/features/ui/navigation.feature.spec.js","",""
"","547","Форма только с фамилией показывает ошибку","chromium","2026-05-27","passed","2026-05-27","Оформление заказа > Система валидирует форму оформления заказа","src/features/ui/checkout.feature.spec.js","",""
"","32","Example #1","webkit","2026-05-27","passed","2026-05-27","API пользователей > Полное обновление пользователя","src/features/api/users.positive.feature.spec.js","",""
"","16","Example #1","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Получение несуществующего поста возвращает 404","src/features/api/posts.negative.feature.spec.js","",""
"","364","Отправка формы без логина показывает ошибку","chromium","2026-05-27","passed","2026-05-27","Авторизация пользователя > Система валидирует обязательные поля формы","src/features/ui/login.feature.spec.js","",""
"","1233","Покупка нескольких товаров","firefox","2026-05-27","passed","2026-05-27","Покупка нескольких товаров","src/features/e2e/purchase.multiple.feature.spec.js","",""
"","31","Example #1","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Обновление несуществующего поста возвращает 500","src/features/api/posts.negative.feature.spec.js","",""
"","31","Example #1","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Удаление альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","35","Example #2","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Удаление несуществующего пользователя возвращает 200","src/features/api/users.negative.feature.spec.js","",""
"","24","Получение списка пользователей","webkit","2026-05-27","passed","2026-05-27","API пользователей","src/features/api/users.positive.feature.spec.js","",""
"","23","Example #2","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Получение комментариев по посту","src/features/api/comments.positive.feature.spec.js","",""
"","32","Example #2","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Получение альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","24","Example #3","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Получение комментариев по посту","src/features/api/comments.positive.feature.spec.js","",""
"","31","Example #3","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Создание нового поста","src/features/api/posts.positive.feature.spec.js","",""
"","406","Example #1","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Получение несуществующего альбома возвращает 404","src/features/api/albums.negative.feature.spec.js","",""
"","31","Example #3","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Обновление несуществующего пользователя возвращает 500","src/features/api/users.negative.feature.spec.js","",""
"","33","Example #1","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Обновление несуществующего альбома возвращает 500","src/features/api/albums.negative.feature.spec.js","",""
"","660","Покупка нескольких товаров","chromium","2026-05-27","passed","2026-05-27","Покупка нескольких товаров","src/features/e2e/purchase.multiple.feature.spec.js","",""
"","20","Удаление пользователя","webkit","2026-05-27","passed","2026-05-27","API пользователей","src/features/api/users.positive.feature.spec.js","",""
"","36","Example #3","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Обновление несуществующего поста возвращает 500","src/features/api/posts.negative.feature.spec.js","",""
"","35","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Полное обновление комментария","src/features/api/comments.positive.feature.spec.js","",""
"","19","Example #1","webkit","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Запрос несуществующего пользователя возвращает 404","src/features/api/users.negative.feature.spec.js","",""
"","21","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Удаление комментария по id","src/features/api/comments.positive.feature.spec.js","",""
"","29","Example #2","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для комментариев > Получение несуществующего комментария возвращает 404","src/features/api/comments.negative.feature.spec.js","",""
"","31","Example #1","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Получение альбома по id","src/features/api/albums.positive.feature.spec.js","",""
"","1781","Выход из системы через боковое меню","webkit","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может завершить сессию","src/features/ui/navigation.feature.spec.js","",""
"","23","Example #1","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Удаление комментария по id","src/features/api/comments.positive.feature.spec.js","",""
"","922","Количество товаров в корзине соответствует добавленным","firefox","2026-05-27","passed","2026-05-27","Корзина > Пользователь может просматривать содержимое корзины","src/features/ui/cart.feature.spec.js","",""
"","31","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Полное обновление комментария","src/features/api/comments.positive.feature.spec.js","",""
"","29","Example #2","firefox","2026-05-27","passed","2026-05-27","API пользователей > Полное обновление пользователя","src/features/api/users.positive.feature.spec.js","",""
"","27","Получение второй страницы пользователей","firefox","2026-05-27","passed","2026-05-27","API пользователей","src/features/api/users.positive.feature.spec.js","",""
"","816","Покупка самого дешёвого товара после сортировки по цене","chromium","2026-05-27","passed","2026-05-27","Покупка товара после сортировки по цене","src/features/e2e/purchase.sorted.feature.spec.js","",""
"","377","Сортировка товаров по варианту ""hilo""","chromium","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может отсортировать товары > Сортировка товаров по варианту ""<option>""","src/features/ui/navigation.feature.spec.js","",""
"","1290","Выход из системы через боковое меню","chromium","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может завершить сессию","src/features/ui/navigation.feature.spec.js","",""
"","884","Успешный вход для пользователя ""problem""","firefox","2026-05-27","passed","2026-05-27","Авторизация пользователя > Авторизованный пользователь получает доступ к каталогу > Успешный вход для пользователя ""<user>""","src/features/ui/login.feature.spec.js","",""
"","776","Отправка формы без пароля показывает ошибку","webkit","2026-05-27","passed","2026-05-27","Авторизация пользователя > Система валидирует обязательные поля формы","src/features/ui/login.feature.spec.js","",""
"","27","Example #2","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Удаление поста по id","src/features/api/posts.positive.feature.spec.js","",""
"","922","Добавленный товар отображается в корзине","webkit","2026-05-27","passed","2026-05-27","Корзина > Пользователь может просматривать содержимое корзины","src/features/ui/cart.feature.spec.js","",""
"","625","Покупка одного товара","chromium","2026-05-27","passed","2026-05-27","Покупка одного товара","src/features/e2e/purchase.single.feature.spec.js","",""
"","25","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Частичное обновление поста по id","src/features/api/posts.positive.feature.spec.js","",""
"","39","Example #2","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии пользователей > Обновление несуществующего пользователя возвращает 500","src/features/api/users.negative.feature.spec.js","",""
"","37","Example #1","chromium","2026-05-27","passed","2026-05-27","API пользователей > Полное обновление пользователя","src/features/api/users.positive.feature.spec.js","",""
"","27","Example #3","firefox","2026-05-27","passed","2026-05-27","API пользователей > Пользователь содержит обязательные поля","src/features/api/users.positive.feature.spec.js","",""
"","23","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Фильтрация альбомов по userId","src/features/api/albums.positive.feature.spec.js","",""
"","23","Example #3","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Создание нового поста","src/features/api/posts.positive.feature.spec.js","",""
"","18","Example #2","webkit","2026-05-27","passed","2026-05-27","API пользователей > Пользователь содержит обязательные поля","src/features/api/users.positive.feature.spec.js","",""
"","746","Сортировка товаров по варианту ""za""","firefox","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может отсортировать товары > Сортировка товаров по варианту ""<option>""","src/features/ui/navigation.feature.spec.js","",""
"","26","Example #2","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Полное обновление поста","src/features/api/posts.positive.feature.spec.js","",""
"","1056","Форма только с именем показывает ошибку","firefox","2026-05-27","passed","2026-05-27","Оформление заказа > Система валидирует форму оформления заказа","src/features/ui/checkout.feature.spec.js","",""
"","27","Example #2","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии для альбомов > Получение несуществующего альбома возвращает 404","src/features/api/albums.negative.feature.spec.js","",""
"","23","Example #3","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии для комментариев > Получение несуществующего комментария возвращает 404","src/features/api/comments.negative.feature.spec.js","",""
"","20","Example #2","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Получение постов по фильтрации пользователя","src/features/api/posts.positive.feature.spec.js","",""
"","30","Example #1","chromium","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Создание нового альбома","src/features/api/albums.positive.feature.spec.js","",""
"","803","Сортировка товаров по варианту ""lohi""","webkit","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может отсортировать товары > Сортировка товаров по варианту ""<option>""","src/features/ui/navigation.feature.spec.js","",""
"","20","Example #1","webkit","2026-05-27","passed","2026-05-27","API пользователей > Получение пользователя по id","src/features/api/users.positive.feature.spec.js","",""
"","1335","Покупка после возврата в каталог из корзины","firefox","2026-05-27","passed","2026-05-27","Покупка после возврата в каталог из корзины","src/features/e2e/purchase.continue.feature.spec.js","",""
"","707","Заблокированный пользователь не может войти","firefox","2026-05-27","passed","2026-05-27","Авторизация пользователя > Система запрещает доступ при неверных учётных данных","src/features/ui/login.feature.spec.js","",""
"","24","Example #1","firefox","2026-05-27","passed","2026-05-27","Негативные API сценарии для постов > Получение несуществующего поста возвращает 404","src/features/api/posts.negative.feature.spec.js","",""
"","1285","Сортировка товаров по варианту ""hilo""","firefox","2026-05-27","passed","2026-05-27","Навигация через меню шапки > Пользователь может отсортировать товары > Сортировка товаров по варианту ""<option>""","src/features/ui/navigation.feature.spec.js","",""
"","442","Добавленный товар отображается в корзине","chromium","2026-05-27","passed","2026-05-27","Корзина > Пользователь может просматривать содержимое корзины","src/features/ui/cart.feature.spec.js","",""
"","31","Example #2","firefox","2026-05-27","passed","2026-05-27","Позитивные API сценарии для альбомов > Полное обновление альбома","src/features/api/albums.positive.feature.spec.js","",""
"","21","Example #3","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Получение комментария по id","src/features/api/comments.positive.feature.spec.js","",""
"","26","Example #3","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для постов > Полное обновление поста","src/features/api/posts.positive.feature.spec.js","",""
"","36","Example #2","chromium","2026-05-27","passed","2026-05-27","Негативные API сценарии для комментариев > Обновление несуществующего комментария возвращает 500","src/features/api/comments.negative.feature.spec.js","",""
"","24","Example #1","webkit","2026-05-27","passed","2026-05-27","Позитивные API сценарии для комментариев > Создание нового комментария","src/features/api/comments.positive.feature.spec.js","",""
"","1072","Удаление одного из нескольких товаров из корзины","webkit","2026-05-27","passed","2026-05-27","Корзина > Пользователь может удалить товар из корзины","src/features/ui/cart.feature.spec.js","",""
"","23","Example #2","webkit","2026-05-27","passed","2026-05-27","API пользователей > Создание нового пользователя","src/features/api/users.positive.feature.spec.js","",""
"","1274","Покупка нескольких товаров","webkit","2026-05-27","passed","2026-05-27","Покупка нескольких товаров","src/features/e2e/purchase.multiple.feature.spec.js","",""
